Date_commande,ID_produit,Quantite
2025-11-19,P002,299
2025-11-22,P002,104
2025-11-24,P002,191
2025-11-26,P002,194
2025-11-29,P002,107
2025-12-01,P002,261
2025-12-03,P002,269
2025-12-06,P002,130
2025-12-08,P002,244
2025-12-10,P002,219
2025-12-13,P002,147
2024-06-22,P003,103
2024-06-25,P003,226
2024-06-27,P003,181
2024-06-29,P003,139
2024-07-02,P003,239
2024-07-04,P003,319
2024-07-06,P003,162
2024-07-09,P003,205
2024-07-11,P003,158
2024-07-13,P003,72
2024-07-16,P003,126
2024-07-18,P003,110
2024-07-20,P003,58
2024-07-23,P003,133
2024-07-25,P003,122
2024-07-27,P003,86
2024-07-30,P003,102
2024-08-01,P003,90
2024-08-03,P003,65
2024-08-06,P003,104
2024-08-08,P003,93
2024-08-10,P003,73
2024-08-13,P003,115
2024-08-15,P003,99
2024-08-17,P003,70
2024-08-20,P003,116
2024-08-22,P003,99
2024-08-24,P003,73
2024-08-27,P003,215
2024-08-29,P003,154
2024-08-31,P003,122
2024-09-03,P003,278
2024-09-05,P003,307
2024-09-07,P003,156
2024-09-10,P003,149
2024-09-12,P003,185
2024-09-14,P003,93
2024-09-17,P003,197
2024-09-19,P003,176
2024-09-21,P003,146
2024-09-24,P003,210
2024-09-26,P003,172
2024-09-28,P003,98
2024-10-01,P003,191
2024-10-03,P003,161
2024-10-05,P003,92
2024-10-07,P003,164
2024-10-10,P003,162
2024-10-12,P003,94
2024-10-14,P003,184
2024-10-17,P003,119
2024-10-19,P003,88
2024-10-21,P003,132
2024-10-24,P003,123
2024-10-26,P003,30
2024-10-28,P003,145
2024-10-31,P003,93
2024-11-02,P003,65
2024-11-04,P003,141
2024-11-07,P003,156
2024-11-09,P003,57
2024-11-11,P003,139
2024-11-14,P003,121
2024-11-16,P003,85
2024-11-18,P003,168
2024-11-21,P003,138
2024-11-23,P003,77
2024-11-25,P003,297
2024-11-28,P003,298
2024-11-30,P003,69
2024-12-02,P003,155
2024-12-05,P003,158
2024-12-07,P003,110
2024-12-09,P003,170
2024-12-12,P003,190
2024-12-14,P003,117
2024-12-16,P003,144
2024-12-19,P003,159
2024-12-21,P003,80
2024-12-23,P003,229
2024-12-26,P003,137
2024-12-28,P003,93
2024-12-30,P003,176
2025-01-02,P003,122
2025-01-04,P003,67
2025-01-06,P003,129
2025-01-09,P003,147
2025-01-11,P003,127
2025-01-13,P003,226
2025-01-16,P003,206
2025-01-18,P003,132
2025-01-20,P003,227
2025-01-23,P003,152
2025-01-25,P003,75
2025-01-27,P003,134
2025-01-30,P003,132
2025-02-01,P003,80
2025-02-03,P003,116
2025-02-06,P003,166
2025-02-08,P003,79
2025-02-10,P003,140
2025-02-13,P003,105
2025-02-15,P003,63
2025-02-17,P003,111
2025-02-20,P003,85
2025-02-22,P003,78
2025-02-24,P003,124
2025-02-27,P003,170
2025-03-01,P003,110
2025-03-03,P003,159
2025-03-06,P003,135
2025-03-08,P003,88
2025-03-10,P003,131
2025-03-13,P003,153
2025-03-15,P003,101
2025-03-17,P003,166
2025-03-20,P003,171
2025-03-22,P003,101
2025-03-24,P003,179
2025-03-27,P003,169
2025-03-29,P003,109
2025-03-31,P003,182
2025-04-03,P003,205
2025-04-05,P003,104
2025-04-07,P003,212
2025-04-10,P003,129
2025-04-12,P003,149
2025-04-14,P003,157
2025-04-17,P003,101
2025-04-19,P003,74
2025-04-21,P003,128
2025-04-24,P003,132
2025-04-26,P003,86
2025-04-28,P003,175
2025-05-01,P003,161
2025-05-03,P003,116
2025-05-05,P003,174
2025-05-08,P003,208
2025-05-10,P003,101
2025-05-12,P003,199
2025-05-15,P003,141
2025-05-17,P003,126
2025-05-19,P003,196
2025-05-22,P003,201
2025-05-24,P003,121
2025-05-26,P003,217
2025-05-28,P003,195
2025-05-31,P003,97
2025-06-02,P003,186
2025-06-04,P003,218
2025-06-07,P003,129
2025-06-09,P003,230
2025-06-11,P003,195
2025-06-14,P003,123
2025-06-16,P003,195
2025-06-18,P003,188
2025-06-21,P003,106
2025-06-23,P003,208
2025-06-25,P003,217
2025-06-28,P003,94
2025-06-30,P003,184
2025-07-02,P003,301
2025-07-05,P003,172
2025-07-07,P003,299
2025-07-09,P003,256
2025-07-12,P003,99
2025-07-14,P003,188
2025-07-16,P003,121
2025-07-19,P003,71
2025-07-21,P003,110
2025-07-23,P003,144
2025-07-26,P003,83
2025-07-28,P003,132
2025-07-30,P003,93
2025-08-02,P003,58
2025-08-04,P003,49
2025-08-06,P003,98
2025-08-09,P003,63
2025-08-11,P003,121
2025-08-13,P003,88
2025-08-16,P003,54
2025-08-18,P003,124
2025-08-20,P003,128
2025-08-23,P003,77
2025-08-25,P003,214
2025-08-27,P003,218
2025-08-30,P003,78
2025-09-01,P003,254
2025-09-03,P003,256
2025-09-06,P003,159
2025-09-08,P003,282
2025-09-10,P003,222
2025-09-13,P003,93
2025-09-15,P003,204
2025-09-17,P003,191
2025-09-20,P003,102
2025-09-22,P003,240
2025-09-24,P003,203
2025-09-27,P003,107
2025-09-29,P003,143
2025-10-01,P003,149
2025-10-04,P003,93
2025-10-06,P003,170
2025-10-08,P003,205
2025-10-11,P003,127
2025-10-13,P003,185
2025-10-15,P003,181
2025-10-18,P003,120
2025-10-20,P003,131
2025-10-22,P003,106
2025-10-25,P003,63
2025-10-27,P003,151
2025-10-29,P003,114
2025-11-01,P003,87
2025-11-03,P003,142
2025-11-05,P003,168
2025-11-08,P003,35
2025-11-10,P003,191
2025-11-12,P003,142
2025-11-15,P003,75
2025-11-17,P003,180
2025-11-19,P003,166
2025-11-22,P003,57
2025-11-24,P003,250
2025-11-26,P003,232
2025-11-29,P003,175
2025-12-01,P003,151
2025-12-03,P003,165
2025-12-06,P003,83
2025-12-08,P003,310
2025-12-10,P003,200
2025-12-13,P003,114
2024-06-22,P004,121
2024-06-25,P004,234
2024-06-27,P004,233
2024-06-29,P004,166
2024-07-02,P004,288
2024-07-04,P004,259
2024-07-06,P004,228
2024-07-09,P004,327
2024-07-11,P004,189
2024-07-13,P004,97
2024-07-16,P004,134
2024-07-18,P004,129
2024-07-20,P004,77
2024-07-23,P004,164
2024-07-25,P004,146
2024-07-27,P004,104
2024-07-30,P004,151
2024-08-01,P004,140
2024-08-03,P004,97
2024-08-06,P004,133
2024-08-08,P004,126
2024-08-10,P004,87
2024-08-13,P004,136
2024-08-15,P004,164
2024-08-17,P004,75
2024-08-20,P004,131
2024-08-22,P004,132
2024-08-24,P004,71
2024-08-27,P004,237
2024-08-29,P004,250
2024-08-31,P004,136
2024-09-03,P004,399
2024-09-05,P004,387
2024-09-07,P004,125
2024-09-10,P004,253
2024-09-12,P004,239
2024-09-14,P004,102
2024-09-17,P004,204
2024-09-19,P004,187
2024-09-21,P004,103
2024-09-24,P004,234
2024-09-26,P004,170
2024-09-28,P004,132
2024-10-01,P004,219
2024-10-03,P004,184
2024-10-05,P004,99
2024-10-07,P004,266
2024-10-10,P004,181
2024-10-12,P004,124
2024-10-14,P004,85
2024-10-17,P004,218
2024-10-19,P004,92
2024-10-21,P004,127
2024-10-24,P004,127
2024-10-26,P004,78
2024-10-28,P004,150
2024-10-31,P004,93
2024-11-02,P004,91
2024-11-04,P004,243
2024-11-07,P004,184
2024-11-09,P004,95
2024-11-11,P004,262
2024-11-14,P004,214
2024-11-16,P004,113
2024-11-18,P004,183
2024-11-21,P004,189
2024-11-23,P004,116
2024-11-25,P004,430
2024-11-28,P004,292
2024-11-30,P004,171
2024-12-02,P004,135
2024-12-05,P004,200
2024-12-07,P004,174
2024-12-09,P004,341
2024-12-12,P004,289
2024-12-14,P004,126
2024-12-16,P004,197
2024-12-19,P004,245
2024-12-21,P004,89
2024-12-23,P004,210
2024-12-26,P004,202
2024-12-28,P004,122
2024-12-30,P004,252
2025-01-02,P004,155
2025-01-04,P004,98
2025-01-06,P004,184
2025-01-09,P004,175
2025-01-11,P004,102
2025-01-13,P004,203
2025-01-16,P004,75
2025-01-18,P004,92
2025-01-20,P004,208
2025-01-23,P004,234
2025-01-25,P004,55
2025-01-27,P004,179
2025-01-30,P004,112
2025-02-01,P004,47
2025-02-03,P004,157
2025-02-06,P004,196
2025-02-08,P004,115
2025-02-10,P004,125
2025-02-13,P004,93
2025-02-15,P004,54
2025-02-17,P004,120
2025-02-20,P004,101
2025-02-22,P004,64
2025-02-24,P004,137
2025-02-27,P004,148
2025-03-01,P004,72
2025-03-03,P004,177
2025-03-06,P004,155
2025-03-08,P004,102
2025-03-10,P004,192
2025-03-13,P004,58
2025-03-15,P004,146
2025-03-17,P004,182
2025-03-20,P004,192
2025-03-22,P004,91
2025-03-24,P004,194
2025-03-27,P004,184
2025-03-29,P004,95
2025-03-31,P004,211
2025-04-03,P004,185
2025-04-05,P004,125
2025-04-07,P004,194
2025-04-10,P004,224
2025-04-12,P004,113
2025-04-14,P004,262
2025-04-17,P004,141
2025-04-19,P004,60
2025-04-21,P004,162
2025-04-24,P004,153
2025-04-26,P004,124
2025-04-28,P004,139
2025-05-01,P004,241
2025-05-03,P004,149
2025-05-05,P004,273
2025-05-08,P004,232
2025-05-10,P004,131
2025-05-12,P004,245
2025-05-15,P004,199
2025-05-17,P004,136
2025-05-19,P004,231
2025-05-22,P004,208
2025-05-24,P004,161
2025-05-26,P004,258
2025-05-28,P004,228
2025-05-31,P004,126
2025-06-02,P004,269
2025-06-04,P004,314
2025-06-07,P004,161
2025-06-09,P004,284
2025-06-11,P004,240
2025-06-14,P004,133
2025-06-16,P004,244
2025-06-18,P004,266
2025-06-21,P004,196
2025-06-23,P004,216
2025-06-25,P004,304
2025-06-28,P004,158
2025-06-30,P004,245
2025-07-02,P004,396
2025-07-05,P004,194
2025-07-07,P004,350
2025-07-09,P004,304
2025-07-12,P004,97
2025-07-14,P004,219
2025-07-16,P004,146
2025-07-19,P004,78
2025-07-21,P004,144
2025-07-23,P004,147
2025-07-26,P004,97
2025-07-28,P004,168
2025-07-30,P004,151
2025-08-02,P004,102
2025-08-04,P004,161
2025-08-06,P004,166
2025-08-09,P004,66
2025-08-11,P004,133
2025-08-13,P004,125
2025-08-16,P004,97
2025-08-18,P004,152
2025-08-20,P004,178
2025-08-23,P004,64
2025-08-25,P004,226
2025-08-27,P004,248
2025-08-30,P004,139
2025-09-01,P004,422
2025-09-03,P004,362
2025-09-06,P004,230
2025-09-08,P004,351
2025-09-10,P004,284
2025-09-13,P004,120
2025-09-15,P004,171
2025-09-17,P004,220
2025-09-20,P004,178
2025-09-22,P004,182
2025-09-24,P004,231
2025-09-27,P004,126
2025-09-29,P004,214
2025-10-01,P004,241
2025-10-04,P004,93
2025-10-06,P004,192
2025-10-08,P004,221
2025-10-11,P004,119
2025-10-13,P004,207
2025-10-15,P004,209
2025-10-18,P004,105
2025-10-20,P004,139
2025-10-22,P004,134
2025-10-25,P004,121
2025-10-27,P004,154
2025-10-29,P004,100
2025-11-01,P004,133
2025-11-03,P004,232
2025-11-05,P004,192
2025-11-08,P004,124
2025-11-10,P004,328
2025-11-12,P004,299
2025-11-15,P004,106
2025-11-17,P004,225
2025-11-19,P004,242
2025-11-22,P004,130
2025-11-24,P004,425
2025-11-26,P004,391
2025-11-29,P004,155
2025-12-01,P004,274
2025-12-03,P004,245
2025-12-06,P004,127
2025-12-08,P004,340
2025-12-10,P004,276
2025-12-13,P004,124
2024-06-22,P005,60
2024-06-25,P005,112
2024-06-27,P005,100
2024-06-29,P005,49
2024-07-02,P005,102
2024-07-04,P005,94
2024-07-06,P005,63
2024-07-09,P005,105
2024-07-11,P005,118
2024-07-13,P005,81
2024-07-16,P005,127
2024-07-18,P005,102
2024-07-20,P005,75
2024-07-23,P005,123
2024-07-25,P005,193
2024-07-27,P005,69
2024-07-30,P005,86
2024-08-01,P005,89
2024-08-03,P005,61
2024-08-06,P005,104
2024-08-08,P005,112
2024-08-10,P005,67
2024-08-13,P005,91
2024-08-15,P005,128
2024-08-17,P005,63
2024-08-20,P005,118
2024-08-22,P005,106
2024-08-24,P005,70
2024-08-27,P005,133
2024-08-29,P005,113
2024-08-31,P005,59
2024-09-03,P005,93
2024-09-05,P005,101
2024-09-07,P005,51
2024-09-10,P005,99
2024-09-12,P005,85
2024-09-14,P005,57
2024-09-17,P005,95
2024-09-19,P005,92
2024-09-21,P005,73
2024-09-24,P005,98
2024-09-26,P005,86
2024-09-28,P005,47
2024-10-01,P005,126
2024-10-03,P005,95
2024-10-05,P005,47
2024-10-07,P005,92
2024-10-10,P005,108
2024-10-12,P005,52
2024-10-14,P005,123
2024-10-17,P005,86
2024-10-19,P005,55
2024-10-21,P005,85
2024-10-24,P005,98
2024-10-26,P005,49
2024-10-28,P005,93
2024-10-31,P005,87
2024-11-02,P005,43
2024-11-04,P005,74
2024-11-07,P005,127
2024-11-09,P005,53
2024-11-11,P005,86
2024-11-14,P005,86
2024-11-16,P005,34
2024-11-18,P005,54
2024-11-21,P005,82
2024-11-23,P005,37
2024-11-25,P005,97
2024-11-28,P005,76
2024-11-30,P005,49
2024-12-02,P005,107
2024-12-05,P005,98
2024-12-07,P005,54
2024-12-09,P005,96
2024-12-12,P005,73
2024-12-14,P005,37
2024-12-16,P005,110
2024-12-19,P005,90
2024-12-21,P005,79
2024-12-23,P005,103
2024-12-26,P005,92
2024-12-28,P005,60
2024-12-30,P005,100
2025-01-02,P005,68
2025-01-04,P005,55
2025-01-06,P005,129
2025-01-09,P005,92
2025-01-11,P005,84
2025-01-13,P005,84
2025-01-16,P005,81
2025-01-18,P005,46
2025-01-20,P005,90
2025-01-23,P005,74
2025-01-25,P005,50
2025-01-27,P005,75
2025-01-30,P005,80
2025-02-01,P005,36
2025-02-03,P005,80
2025-02-06,P005,72
2025-02-08,P005,48
2025-02-10,P005,96
2025-02-13,P005,105
2025-02-15,P005,45
2025-02-17,P005,76
2025-02-20,P005,90
2025-02-22,P005,49
2025-02-24,P005,79
2025-02-27,P005,88
2025-03-01,P005,48
2025-03-03,P005,79
2025-03-06,P005,77
2025-03-08,P005,48
2025-03-10,P005,90
2025-03-13,P005,95
2025-03-15,P005,73
2025-03-17,P005,114
2025-03-20,P005,81
2025-03-22,P005,74
2025-03-24,P005,97
2025-03-27,P005,73
2025-03-29,P005,48
2025-03-31,P005,92
2025-04-03,P005,90
2025-04-05,P005,38
2025-04-07,P005,91
2025-04-10,P005,93
2025-04-12,P005,41
2025-04-14,P005,120
2025-04-17,P005,76
2025-04-19,P005,51
2025-04-21,P005,95
2025-04-24,P005,109
2025-04-26,P005,49
2025-04-28,P005,86
2025-05-01,P005,90
2025-05-03,P005,71
2025-05-05,P005,122
2025-05-08,P005,89
2025-05-10,P005,71
2025-05-12,P005,103
2025-05-15,P005,67
2025-05-17,P005,74
2025-05-19,P005,94
2025-05-22,P005,112
2025-05-24,P005,89
2025-05-26,P005,122
2025-05-28,P005,124
2025-05-31,P005,60
2025-06-02,P005,124
2025-06-04,P005,111
2025-06-07,P005,78
2025-06-09,P005,136
2025-06-11,P005,120
2025-06-14,P005,68
2025-06-16,P005,128
2025-06-18,P005,117
2025-06-21,P005,43
2025-06-23,P005,113
2025-06-25,P005,128
2025-06-28,P005,45
2025-06-30,P005,117
2025-07-02,P005,122
2025-07-05,P005,58
2025-07-07,P005,131
2025-07-09,P005,124
2025-07-12,P005,68
2025-07-14,P005,102
2025-07-16,P005,116
2025-07-19,P005,84
2025-07-21,P005,133
2025-07-23,P005,100
2025-07-26,P005,63
2025-07-28,P005,115
2025-07-30,P005,114
2025-08-02,P005,62
2025-08-04,P005,102
2025-08-06,P005,138
2025-08-09,P005,46
2025-08-11,P005,104
2025-08-13,P005,101
2025-08-16,P005,72
2025-08-18,P005,108
2025-08-20,P005,116
2025-08-23,P005,65
2025-08-25,P005,118
2025-08-27,P005,131
2025-08-30,P005,51
2025-09-01,P005,121
2025-09-03,P005,116
2025-09-06,P005,62
2025-09-08,P005,98
2025-09-10,P005,105
2025-09-13,P005,72
2025-09-15,P005,199
2025-09-17,P005,102
2025-09-20,P005,46
2025-09-22,P005,111
2025-09-24,P005,115
2025-09-27,P005,75
2025-09-29,P005,82
2025-10-01,P005,102
2025-10-04,P005,57
2025-10-06,P005,87
2025-10-08,P005,131
2025-10-11,P005,41
2025-10-13,P005,106
2025-10-15,P005,92
2025-10-18,P005,57
2025-10-20,P005,118
2025-10-22,P005,119
2025-10-25,P005,41
2025-10-27,P005,107
2025-10-29,P005,92
2025-11-01,P005,49
2025-11-03,P005,112
2025-11-05,P005,101
2025-11-08,P005,74
2025-11-10,P005,85
2025-11-12,P005,96
2025-11-15,P005,50
2025-11-17,P005,105
2025-11-19,P005,89
2025-11-22,P005,47
2025-11-24,P005,79
2025-11-26,P005,81
2025-11-29,P005,46
2025-12-01,P005,84
2025-12-03,P005,114
2025-12-06,P005,32
2025-12-08,P005,99
2025-12-10,P005,115
2025-12-13,P005,50
2024-06-22,P006,59
2024-06-25,P006,113
2024-06-27,P006,43
